task,model,execution_model,role,unit,split,dataset,bundle_path,sha256
T2,CellOT,CellOT,method,D484,C2_soskic_LODO_D484,,predictions/C2/C2__CellOT__C2_soskic_LODO_D484.npz,a2205c7cc4f2a8c0eb1d196a4b46860106525d636a53e4c8d90db7ea368dbb6b
T2,CellOT,CellOT,method,D485,C2_soskic_LODO_D485,,predictions/C2/C2__CellOT__C2_soskic_LODO_D485.npz,99a95e7c4a4f73bffc81979be9e9b7f558fad1ce028ee4a965234697e22a50d1
T2,scFoundation,scFoundation,method,D348,C2_soskic_LODO_D348,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D348.npz,670bfcdf736e3236c94df9812dae2f9c557331e7a1ee82b8ab2e737531ba2e74
T2,scFoundation,scFoundation,method,D349,C2_soskic_LODO_D349,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D349.npz,695ce3e9dd7cad78cfa0de90a7339071811d82b0628170e18412ad4a32939c92
T2,scFoundation,scFoundation,method,D350,C2_soskic_LODO_D350,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D350.npz,3665820bc10c0780768d04158a875e791f3a16a62eb58e90b5c6b7818842728e
T2,scFoundation,scFoundation,method,D351,C2_soskic_LODO_D351,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D351.npz,9676392cfa179c22b9207e28fad543071d5a0df81a4df80e681660a574bded9f
T2,scFoundation,scFoundation,method,D352,C2_soskic_LODO_D352,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D352.npz,b490b05fa8eedb94c01c31d5db8cd2ff80be82a7ab4d51f62dcd5c799a3f6dad
T2,scFoundation,scFoundation,method,D353,C2_soskic_LODO_D353,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D353.npz,78fc972f4e112ea3e53b0afcbe4133f8b5e8d2837f6896036535f1784bc0c3ef
T2,scFoundation,scFoundation,method,D354,C2_soskic_LODO_D354,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D354.npz,f52d53613767fe723031f6f8df03a67b628c0dd35c8c58a6e85d0879141e3ab6
T2,scFoundation,scFoundation,method,D355,C2_soskic_LODO_D355,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D355.npz,8fb0a3bd0f4562635c9ffabe0ff57cbd88a52fe87a32e870704d6ea1ba657c9b
T2,scFoundation,scFoundation,method,D356,C2_soskic_LODO_D356,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D356.npz,704120f3f5d75c51d63f0f16369e991e1bad766d3c4fcd17ce411b917ae967c9
T2,scFoundation,scFoundation,method,D357,C2_soskic_LODO_D357,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D357.npz,7469f321a2c8d026e9296bc0392c5d8af4d054952398d046c793f9979bd83c2d
T2,scFoundation,scFoundation,method,D358,C2_soskic_LODO_D358,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D358.npz,ffa95b6def16eceb49171268d3056a0cebb32202352f52551e58de0ba67a3b55
T2,scFoundation,scFoundation,method,D359,C2_soskic_LODO_D359,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D359.npz,cf2837ef60677e996c16ae5bd4b525066b4ae4fc59bbb7064d9fea02fa6341ba
T2,scFoundation,scFoundation,method,D363,C2_soskic_LODO_D363,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D363.npz,311108b1ad589cde0681d27eac4fde35922094c87ceff229317b002d1dcb5e5c
T2,scFoundation,scFoundation,method,D364,C2_soskic_LODO_D364,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D364.npz,45e5db3cbff2cf5605a1288415dbeb9e14e8871be0be60b50a2b1805c098e408
T2,scFoundation,scFoundation,method,D365,C2_soskic_LODO_D365,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D365.npz,092846efddc43d5f0994a63f89ef991bd68e339dcc06e67c67da1fac62191d05
T2,scFoundation,scFoundation,method,D366,C2_soskic_LODO_D366,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D366.npz,fc57eb31159492947e16be21605186c83d8d8bfb9e45eeded7e21e29aa886684
T2,scFoundation,scFoundation,method,D367,C2_soskic_LODO_D367,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D367.npz,c08af24b3761421cd26c7d3a8f4134ac53495a963887f33f7bc7664f8ffb371f
T2,scFoundation,scFoundation,method,D368,C2_soskic_LODO_D368,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D368.npz,444128a9d277d886b59e0d7907aeb642fb70f438c7b908cd55749b9ebf778bdd
T2,scFoundation,scFoundation,method,D369,C2_soskic_LODO_D369,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D369.npz,1d14914a36b54c90cf7dad63d285469dc48c72c5f965a0d9adbbd159ed0ad1d1
T2,scFoundation,scFoundation,method,D370,C2_soskic_LODO_D370,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D370.npz,c72bb61f63e6ad4801822b3bf49462b9b7057001ac116ed18a310cb1de945cdc
T2,scFoundation,scFoundation,method,D371,C2_soskic_LODO_D371,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D371.npz,02011b49891a7d132260dc27c4ba7636dc8d73c4215937069e525e92b02dbc29
T2,scFoundation,scFoundation,method,D372,C2_soskic_LODO_D372,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D372.npz,5b93350d2a6e530889108b83bba50b3b5e83378358727aba8edc9bc62081117c
T2,scFoundation,scFoundation,method,D373,C2_soskic_LODO_D373,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D373.npz,78eace58aee9049c85fc366d11e66cf53b7daa0d2963cdbbf2e14bc6f2e649e9
T2,scFoundation,scFoundation,method,D374,C2_soskic_LODO_D374,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D374.npz,4772cef8295de86a095adcf811d1d32a61959be80fccd24ba371f9f078f6d625
T2,scFoundation,scFoundation,method,D378,C2_soskic_LODO_D378,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D378.npz,4a3b31e63f07ab494f615d32a67b2152a85110fcf75c91b353b16609ba486016
T2,scFoundation,scFoundation,method,D379,C2_soskic_LODO_D379,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D379.npz,9f6f9a5893bbeaaa44bc358327f325cb8898d5a7f25de3dad5ba413cc5df2147
T2,scFoundation,scFoundation,method,D380,C2_soskic_LODO_D380,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D380.npz,3d2e7fdfcb38764ee07ea34577666d1ca92cb72f1d934d379b9a602491f1af64
T2,scFoundation,scFoundation,method,D381,C2_soskic_LODO_D381,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D381.npz,bdaf66c57c7f158431136b97c03e88f44b17ba7ef6d144de7a93ad72e2df9ef8
T2,scFoundation,scFoundation,method,D382,C2_soskic_LODO_D382,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D382.npz,249ca0bdc46ef4c8ed263db7f22ba8ab36e0ce22d9b3b4b1da28e4a1aae48296
T2,scFoundation,scFoundation,method,D383,C2_soskic_LODO_D383,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D383.npz,db13a233314f0345baec1ae91523b12e019a912cb5b47f04dd0f31439c87bc76
T2,scFoundation,scFoundation,method,D387,C2_soskic_LODO_D387,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D387.npz,fea9416ded10b7c648de1435f50ad25446e51403a0dd9fd0be1f18f745206608
T2,scFoundation,scFoundation,method,D388,C2_soskic_LODO_D388,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D388.npz,d737e9bb31ed3f2b9cb4b0a6cab8c7add68639f5476f59b8473177e99e105404
T2,scFoundation,scFoundation,method,D389,C2_soskic_LODO_D389,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D389.npz,378ef71e871d9af40b982d78c54fadba2a2b9531477dde2612fab36a38b8068b
T2,scFoundation,scFoundation,method,D390,C2_soskic_LODO_D390,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D390.npz,1b890c4c7606b7963166ec98dc94f40421e998cdbe564bfd7ddff0286445428f
T2,scFoundation,scFoundation,method,D391,C2_soskic_LODO_D391,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D391.npz,9a71b0be4f8220619d7acc625f41601e80108ff94df41b3c570338f971ca21ad
T2,scFoundation,scFoundation,method,D392,C2_soskic_LODO_D392,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D392.npz,1ddda921dfba51369a68c0c4b8e3dd6d6037781ff1efbb229d1806180c61871c
T2,scFoundation,scFoundation,method,D393,C2_soskic_LODO_D393,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D393.npz,5fd8e616bc009cac4d346bfc9f60d08ea3bee3084a466be91f4cd7614cbb5b9f
T2,scFoundation,scFoundation,method,D394,C2_soskic_LODO_D394,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D394.npz,c5d31042905088a9ad5aebba5f6decfd41685365d11e0f7a5ab6c404ac179f6b
T2,scFoundation,scFoundation,method,D395,C2_soskic_LODO_D395,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D395.npz,dff11a2141fdf4f031b8c150c3dbdcbd890d69c7e7f27a3e3e9d34ca7f18f80e
T2,scFoundation,scFoundation,method,D396,C2_soskic_LODO_D396,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D396.npz,17836472e7d1402992a4b84319bbc456a846d9aa642a9483b2df0db1f261beba
T2,scFoundation,scFoundation,method,D397,C2_soskic_LODO_D397,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D397.npz,bfa2315daa762da7508f1f4039bec6d23b9056d7c6bcdb2f1277ebe7d83e0701
T2,scFoundation,scFoundation,method,D398,C2_soskic_LODO_D398,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D398.npz,0c36610c8688e6d24402b968dd5e5d903e8c916b637ad9661ad85f622d7b0004
T2,scFoundation,scFoundation,method,D405,C2_soskic_LODO_D405,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D405.npz,b27ef17352ded1b0bc6b150fde989d7d982cb74b25c63961e70d3f78aed56fcf
T2,scFoundation,scFoundation,method,D406,C2_soskic_LODO_D406,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D406.npz,90c8df5c924845d11ec17de8dce00669de098f5d777add9d14c1ec47d8ddaee2
T2,scFoundation,scFoundation,method,D407,C2_soskic_LODO_D407,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D407.npz,a5d711d0d2b0ed278132d72652f3589bf9e522701dcba9dfb10e32bc4f367098
T2,scFoundation,scFoundation,method,D408,C2_soskic_LODO_D408,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D408.npz,05d1a29814e74ece9717d73c4e7e770e41cb42c8be799686cc7a59ecce7a399e
T2,scFoundation,scFoundation,method,D409,C2_soskic_LODO_D409,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D409.npz,a6f64fd6c9db504813e10befd0c2b56711d7c57bd059d1103d83d9b8a3f7dd25
T2,scFoundation,scFoundation,method,D410,C2_soskic_LODO_D410,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D410.npz,49f460683b597331d297f67b7694452c72d8c572077193e125b813544c8c16e0
T2,scFoundation,scFoundation,method,D411,C2_soskic_LODO_D411,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D411.npz,dc13ba4f9c40331ff31903f896b5676e3d1a5f001373b4ecfa7d175798e4ecf5
T2,scFoundation,scFoundation,method,D412,C2_soskic_LODO_D412,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D412.npz,f7aa257339ae940a4c6b9e4141587028fbafdf2e008879a74c8a057753426f9e
T2,scFoundation,scFoundation,method,D413,C2_soskic_LODO_D413,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D413.npz,ae044914936569f320ce46fbbc534793fe45506c34fde1d4a21bac0ae8cbaf92
T2,scFoundation,scFoundation,method,D414,C2_soskic_LODO_D414,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D414.npz,b53f3818ba60dd79bdd2a07076e17f59d4ed04347af0192748e5eed250270d99
T2,scFoundation,scFoundation,method,D415,C2_soskic_LODO_D415,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D415.npz,d0dd31743ae5b2e7e4996a1ea2cb97bf85b99141ecc182843d9819dd38adaff2
T2,scFoundation,scFoundation,method,D416,C2_soskic_LODO_D416,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D416.npz,06cfd5f9978ad1733b81ed9abc22f1dad67cf92d89e83f019f8eb8b4b4cc4776
T2,scFoundation,scFoundation,method,D417,C2_soskic_LODO_D417,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D417.npz,705a7f0fd86d642f8702ea44d207acffce77d18c5ea1d2afadf03a6fd20b1526
T2,scFoundation,scFoundation,method,D418,C2_soskic_LODO_D418,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D418.npz,52127ee840249fb423f08f921eb59184340ec3fb593305582fa587bea45fce43
T2,scFoundation,scFoundation,method,D419,C2_soskic_LODO_D419,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D419.npz,c7a91ef3581b458b56fc9b48d204856e4ca9cd77dc38bed80a499048be451809
T2,scFoundation,scFoundation,method,D420,C2_soskic_LODO_D420,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D420.npz,837b2174c79bb57ca17e5aa137f0a0f3aadd67737d73353dd55f9ee000f5825e
T2,scFoundation,scFoundation,method,D421,C2_soskic_LODO_D421,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D421.npz,5d9493b470dafa796de6639a9e9115ac38ad040c9db9b4e8c14c5734c4105b9a
T2,scFoundation,scFoundation,method,D422,C2_soskic_LODO_D422,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D422.npz,f2ebb70906a999883f01f22235f84859bfa469e1fcee7027fff2e6bc3a95ff63
T2,scFoundation,scFoundation,method,D423,C2_soskic_LODO_D423,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D423.npz,5f6aeae183e2dfe36d94e6a30adadeb5274d17632045aa6a5ab06f06c910698b
T2,scFoundation,scFoundation,method,D424,C2_soskic_LODO_D424,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D424.npz,9c22488de8c2b8da57eb94b83ea36c93ee3414e2407f62f95da93ab81bb7b5b1
T2,scFoundation,scFoundation,method,D425,C2_soskic_LODO_D425,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D425.npz,69113b889f76063e4ad9b9325c972adcb859a91a6b29d8d31b7e038ad738926e
T2,scFoundation,scFoundation,method,D426,C2_soskic_LODO_D426,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D426.npz,8e9ab601e350bf6b16e72b641efbf983046065672ed12694bc542e12865bb885
T2,scFoundation,scFoundation,method,D427,C2_soskic_LODO_D427,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D427.npz,df4f59a91fe9a19fceccfc149cdcf77082b67579b1f188191da7d675b81f5047
T2,scFoundation,scFoundation,method,D428,C2_soskic_LODO_D428,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D428.npz,67c079c84fd3634ed221545faf55c140a97cc4008ad888f77c2f512e1fb3ea5d
T2,scFoundation,scFoundation,method,D429,C2_soskic_LODO_D429,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D429.npz,80a57de1a5744aaec162ca53f5d059ab51a0f53e6798d95504052d5ad24afadd
T2,scFoundation,scFoundation,method,D430,C2_soskic_LODO_D430,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D430.npz,e2eb9b1a6d23ce25985018c0bfb306d6ca3ad69bd9841eb8b40ed35d85590404
T2,scFoundation,scFoundation,method,D431,C2_soskic_LODO_D431,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D431.npz,289a0473873bba7a2eda451691ee27aa52ab6a5c8bf4507f1d9b1f581406b5f9
T2,scFoundation,scFoundation,method,D432,C2_soskic_LODO_D432,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D432.npz,8762f693c6e73c6240978fb49f755727db7b3569cfdacbdbfbea78e0f82502ba
T2,scFoundation,scFoundation,method,D433,C2_soskic_LODO_D433,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D433.npz,f65131703d653bcf38f1832f38af56c50ec88398c12693495aeb24b38baf9ef6
T2,scFoundation,scFoundation,method,D434,C2_soskic_LODO_D434,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D434.npz,cd4d1f38d16cd682b93031ed762b5af5119cf78fd77d0de77641e1fc4c7ce06b
T2,scFoundation,scFoundation,method,D435,C2_soskic_LODO_D435,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D435.npz,0393bf7510757f180d0c163e53cdee66b4967a8af6704678c3ab3d33e2ffb701
T2,scFoundation,scFoundation,method,D436,C2_soskic_LODO_D436,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D436.npz,758a8ffcbca1f35871818521cb0765678ab2d6493b30d0a0716ef76d20de1d4c
T2,scFoundation,scFoundation,method,D439,C2_soskic_LODO_D439,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D439.npz,a4f004e1df74ed74a910bd38e7e263cbc895157d423734a45884facae9955201
T2,scFoundation,scFoundation,method,D440,C2_soskic_LODO_D440,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D440.npz,11863271f1f7b4edf292cbbe43f7c0944c81d66dd530febef0b51d45ccdabf24
T2,scFoundation,scFoundation,method,D441,C2_soskic_LODO_D441,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D441.npz,692b400bb9d18d8e137bd7a7e2cabf1b64880967a3d05e978fc8fdd3306a2b43
T2,scFoundation,scFoundation,method,D442,C2_soskic_LODO_D442,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D442.npz,3a4502e22bbe0051240e6660b9d22ac883b11e9307e3b87f67f686f691968cfe
T2,scFoundation,scFoundation,method,D443,C2_soskic_LODO_D443,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D443.npz,579d160a19e80f0447eb1787ebc2cfef97d00c61be52258f79cadf52d545068e
T2,scFoundation,scFoundation,method,D445,C2_soskic_LODO_D445,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D445.npz,f64b006fa9f7dab63cdda0d8cc7ef844874cf47cb3b3fdc25c96e9208519e129
T2,scFoundation,scFoundation,method,D446,C2_soskic_LODO_D446,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D446.npz,a044a1599ea1d962a8fc5121a2064f7b90e09ece46d91f14368ee4d4a935a32c
T2,scFoundation,scFoundation,method,D447,C2_soskic_LODO_D447,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D447.npz,0bf86c2d646c23d1fab11e76eda5b691e33d314bf89b3f75ef8b36dcda31d1dd
T2,scFoundation,scFoundation,method,D448,C2_soskic_LODO_D448,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D448.npz,51ad805101f4ed38d3a43b77abdcfae5144fa30572777869db163b44a04871aa
T2,scFoundation,scFoundation,method,D449,C2_soskic_LODO_D449,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D449.npz,4aea7855a8a240e93db685204d4ed15b4d5593c2f046be1a7cfdc0838b72bb23
T2,scFoundation,scFoundation,method,D450,C2_soskic_LODO_D450,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D450.npz,f9efcaadf0256221b49fe1d40ac10a8de47310148e10291832b8b5a8593bc85c
T2,scFoundation,scFoundation,method,D451,C2_soskic_LODO_D451,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D451.npz,6b127da859ec3b26ddf4bfc485a4f45752ab35cd981c482a1ca80c742573f2ec
T2,scFoundation,scFoundation,method,D452,C2_soskic_LODO_D452,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D452.npz,b8814fc263574fd8d17913e99b3c891bc386cfb64a158175e5abb4c569d118d8
T2,scFoundation,scFoundation,method,D453,C2_soskic_LODO_D453,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D453.npz,a334ac362c6fa37d1f342f05c6570f2a463b307027d31ecda663a5ac66c91be3
T2,scFoundation,scFoundation,method,D454,C2_soskic_LODO_D454,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D454.npz,b7217ffbe7c0103080a38842b09e4ac2c567b8eceb980e91bcc8e276bdd9a2cd
T2,scFoundation,scFoundation,method,D455,C2_soskic_LODO_D455,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D455.npz,001de5a519345d19cad9f7737f683bd0f7e680d1ba64bee33619996e221a0f08
T2,scFoundation,scFoundation,method,D456,C2_soskic_LODO_D456,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D456.npz,58db6500a66a7c69fd288fded56c9c63e31efc3892b4d23e8412ec46b59f4ff8
T2,scFoundation,scFoundation,method,D457,C2_soskic_LODO_D457,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D457.npz,9b26f0d5f5eabb09841b963766f3fc6faa5baa9447d20a9790dc7480ca2cee90
T2,scFoundation,scFoundation,method,D458,C2_soskic_LODO_D458,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D458.npz,794ad17bbb13af80a3b671e59fb4c50944576dc591c53cc1fdd1dc37f108ff75
T2,scFoundation,scFoundation,method,D459,C2_soskic_LODO_D459,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D459.npz,f6acb17ba1d4c5fe6b330cba6bae4c004af5423a1ffbdaa5a7030e14b55ab38f
T2,scFoundation,scFoundation,method,D460,C2_soskic_LODO_D460,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D460.npz,0378319bf0311d0d953f78c181de6cc896a7a331363e5d0510d8001319961628
T2,scFoundation,scFoundation,method,D461,C2_soskic_LODO_D461,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D461.npz,ee63d750ec961513f5da106aaa3027e0ccd18e52240de8a11ab68343b296e0b1
T2,scFoundation,scFoundation,method,D462,C2_soskic_LODO_D462,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D462.npz,395ef00f4080028ee688fe2cdb3b23df9ec2ca960a04c08c256e9ea8d79d7155
T2,scFoundation,scFoundation,method,D463,C2_soskic_LODO_D463,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D463.npz,5f0e41ad8dacab5c065a6a0052bdc6af7a5455d2ccfe41025c6a783c7d64597d
T2,scFoundation,scFoundation,method,D464,C2_soskic_LODO_D464,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D464.npz,2f1159cf6fc47b6ad84f20a32e0acc44a902771abc863fec4401501a7aa4f990
T2,scFoundation,scFoundation,method,D465,C2_soskic_LODO_D465,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D465.npz,17eddcfb14054191a5a1c98131349ed2d7b58222c50479cdc821507ca7ea4987
T2,scFoundation,scFoundation,method,D466,C2_soskic_LODO_D466,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D466.npz,123ffb7b1e86b6862f490a8ca19c5939a309a076d430978ecaef39c80c5887ae
T2,scFoundation,scFoundation,method,D481,C2_soskic_LODO_D481,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D481.npz,ec2ee4b37a78c389cc58598edf0623488a2079dec92f74ce8d967cb3058f6c6f
T2,scFoundation,scFoundation,method,D482,C2_soskic_LODO_D482,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D482.npz,babf7e09c90d2a556b069d1359338d13b416fbafd9a8a9365315022729d6ec06
T2,scFoundation,scFoundation,method,D483,C2_soskic_LODO_D483,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D483.npz,3384cf847c9b9261083d3701b62ff092e45afe9bd2903cb72363ccbcabcf0cf4
T2,scFoundation,scFoundation,method,D484,C2_soskic_LODO_D484,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D484.npz,6337135459aa068afa1ca30160bc7403d731ee522c269c95cd1d8e05c61c92d7
T2,scFoundation,scFoundation,method,D485,C2_soskic_LODO_D485,,predictions/C2/C2__scFoundation__C2_soskic_LODO_D485.npz,2440815c612fac3b8dafac3402de631c39ea620bb2698659e532fa8cfe944599
T2,scGPT,scGPT,method,D348,C2_soskic_LODO_D348,,predictions/C2/C2__scGPT__C2_soskic_LODO_D348.npz,13eb1c88d75cd8ad53aff947bcaf4ba7e55fc05289704274bee21165ddb82182
T2,scGPT,scGPT,method,D349,C2_soskic_LODO_D349,,predictions/C2/C2__scGPT__C2_soskic_LODO_D349.npz,3a43dc456397e1f1e016fbb8960eb788b768ddcb95a9761a1509bf5dbb8300e1
T2,scGPT,scGPT,method,D350,C2_soskic_LODO_D350,,predictions/C2/C2__scGPT__C2_soskic_LODO_D350.npz,5286e865b1d15a3df8e13ba1da726fe45ab7d19678c7b74bc4936ac4c5ce0f0e
T2,scGPT,scGPT,method,D351,C2_soskic_LODO_D351,,predictions/C2/C2__scGPT__C2_soskic_LODO_D351.npz,14529b801b3cde2d2d0c62adccf6db264b170922b5d5451dac52ce32f0a18b8a
T2,scGPT,scGPT,method,D352,C2_soskic_LODO_D352,,predictions/C2/C2__scGPT__C2_soskic_LODO_D352.npz,c8edbefcf39bcdc6dfc0d5cbe18000ea5d2316c75bc3ce7cd762d3dc93abbc0e
T2,scGPT,scGPT,method,D353,C2_soskic_LODO_D353,,predictions/C2/C2__scGPT__C2_soskic_LODO_D353.npz,72208e724b1b0c54e0af263a93bc13370c119bd3fffec24eb85f4e58068531ab
T2,scGPT,scGPT,method,D354,C2_soskic_LODO_D354,,predictions/C2/C2__scGPT__C2_soskic_LODO_D354.npz,7e2f8bff344be476d420ca975db5a6813c569a37d03ac18491ab733b6688acfe
T2,scGPT,scGPT,method,D355,C2_soskic_LODO_D355,,predictions/C2/C2__scGPT__C2_soskic_LODO_D355.npz,1db9cdf7e7fa18e4b73b4efad77a0d7b9de3264ada4949e9a5455ea6102bc614
T2,scGPT,scGPT,method,D356,C2_soskic_LODO_D356,,predictions/C2/C2__scGPT__C2_soskic_LODO_D356.npz,37673a41a37b9aaeb55f5f16808fc004217a095930b496ce19776324db7e0fb2
T2,scGPT,scGPT,method,D357,C2_soskic_LODO_D357,,predictions/C2/C2__scGPT__C2_soskic_LODO_D357.npz,20c98534c5d0a8fd0e5eb76d2c0a0165440a11b17664ffb70759058242b85814
T2,scGPT,scGPT,method,D358,C2_soskic_LODO_D358,,predictions/C2/C2__scGPT__C2_soskic_LODO_D358.npz,d29a05ac64e4ca8be8ebac3c006d16b2133fb6722569701862bea881fd78b97e
T2,scGPT,scGPT,method,D359,C2_soskic_LODO_D359,,predictions/C2/C2__scGPT__C2_soskic_LODO_D359.npz,332fe02b5ee9351dccb89af510935f91dbcd1bd3a32a2220075fb29137edba52
T2,scGPT,scGPT,method,D363,C2_soskic_LODO_D363,,predictions/C2/C2__scGPT__C2_soskic_LODO_D363.npz,5724d037d7e326a8aad5c1a181e0416de243658d4b4ea839b4f08e8b0e29f63a
T2,scGPT,scGPT,method,D364,C2_soskic_LODO_D364,,predictions/C2/C2__scGPT__C2_soskic_LODO_D364.npz,d7974cf89f3e82e8a44f7e4808442f4609d4c2773047062d23ddee6fbc66ba1d
T2,scGPT,scGPT,method,D365,C2_soskic_LODO_D365,,predictions/C2/C2__scGPT__C2_soskic_LODO_D365.npz,4527804061e734a58514b5f1f90a8b907eb40f27b04ab03ed198394b51e08c97
T2,scGPT,scGPT,method,D366,C2_soskic_LODO_D366,,predictions/C2/C2__scGPT__C2_soskic_LODO_D366.npz,eb50597f9a4ef0e41a347a56fc4bc666ba91823a7b5ecfdef357afe62ff038b3
T2,scGPT,scGPT,method,D367,C2_soskic_LODO_D367,,predictions/C2/C2__scGPT__C2_soskic_LODO_D367.npz,2c16ba6eccbeb4f4adfc765b0878d22e5063ec47193fca182ccc10a3ccf3c4fd
T2,scGPT,scGPT,method,D368,C2_soskic_LODO_D368,,predictions/C2/C2__scGPT__C2_soskic_LODO_D368.npz,390cc03b70c3a858e377e35cb8184ecd58ede3b56c11b1de9fe6a3b939aeee73
